fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.15,0.471,0.0,0.9,0.0615,8.9,39.1,0.9927,3.44,0.51,10.81,4
6.21,0.431,0.52,1.55,0.0315,38.0,151.4,0.9939,3.49,1.08,9.76,7
8.48,0.323,0.3,1.31,0.1355,17.4,57.7,0.9942,3.48,0.33,11.25,6
7.45,0.355,0.49,1.0,0.015,2.9,25.9,0.9928,3.43,0.65,11.95,6
7.72,0.498,0.24,1.2,0.0734,15.7,68.1,0.9941,3.49,0.93,10.56,5
10.04,0.258,0.0,1.1,0.015,15.9,71.9,0.9948,3.1,0.7,11.72,6
9.55,0.404,0.22,4.6,0.0562,30.4,141.0,0.9955,3.21,0.77,12.19,5
10.64,0.61,0.48,1.13,0.0649,7.6,52.4,0.9953,3.24,0.7,11.65,6
6.62,0.348,0.09,2.06,0.1449,12.6,64.0,0.9938,3.53,0.53,10.42,5
7.72,0.218,0.22,2.25,0.1004,2.1,14.1,0.9937,3.32,0.33,11.67,6
9.59,0.223,0.34,2.08,0.0412,6.8,22.8,0.9949,3.24,0.79,11.67,8
9.06,0.694,0.0,1.06,0.1321,2.8,13.7,0.9953,3.35,0.51,10.2,5
10.91,0.377,0.63,1.48,0.0802,10.9,55.3,0.9963,3.04,0.58,10.72,7
9.01,0.491,0.09,0.98,0.091,22.4,88.4,0.994,3.47,0.56,11.74,5
11.44,0.418,0.42,1.66,0.0314,4.8,30.8,0.9972,3.05,1.02,10.26,7
9.22,0.193,0.27,1.21,0.0449,11.0,27.2,0.9939,3.03,1.09,12.16,6
10.11,0.574,0.52,2.14,0.0515,4.7,32.1,0.9957,3.22,0.72,11.12,6
7.75,0.555,0.36,2.67,0.0864,3.5,22.3,0.9958,3.54,0.6,9.23,6
8.32,0.34,0.29,2.04,0.0826,10.6,48.2,0.9942,3.38,0.52,11.44,7
9.85,0.741,0.09,1.75,0.1513,3.0,27.8,0.9976,3.32,0.72,8.4,5
11.04,0.378,0.39,1.63,0.1049,12.6,62.8,0.9964,3.18,0.94,10.8,5
9.54,0.682,0.0,3.66,0.015,2.4,28.5,0.9956,3.23,0.64,11.51,6
8.16,0.516,0.41,1.27,0.095,3.4,20.8,0.9949,3.13,0.33,10.03,6
10.64,0.433,0.09,2.89,0.0265,11.6,29.0,0.9967,2.92,0.79,10.75,6
4.6,0.487,0.52,3.03,0.0459,12.7,51.2,0.9911,3.52,0.85,12.58,6
5.88,0.552,0.28,1.72,0.057,2.4,8.0,0.9938,3.59,0.37,9.67,5
9.46,0.697,0.41,1.43,0.058,12.2,28.2,0.9962,3.29,0.71,9.57,6
8.32,0.387,0.26,1.85,0.0345,23.9,96.0,0.9939,3.38,0.72,11.66,5
9.33,0.36,0.0,1.05,0.0926,17.4,66.9,0.9936,3.45,0.67,12.59,6
8.41,0.906,0.02,0.97,0.0431,3.7,16.7,0.9956,3.34,0.43,9.28,3
9.27,0.469,0.37,1.08,0.1038,12.8,50.5,0.9947,3.25,0.81,11.19,5
6.92,0.723,0.28,1.21,0.179,15.4,58.2,0.9928,3.28,0.57,11.52,5
9.27,0.859,0.46,1.95,0.0363,2.5,8.4,0.9964,3.5,0.39,9.43,5
9.99,0.422,0.36,3.74,0.0731,25.2,100.3,0.9971,3.29,0.33,10.14,6
10.37,0.686,0.08,1.3,0.015,30.4,93.0,0.9954,3.09,0.85,11.41,5
11.72,0.374,0.11,5.0,0.0775,24.8,69.3,0.9974,3.0,0.74,11.86,5
8.71,0.698,0.27,5.55,0.1152,22.9,111.3,0.9964,3.44,0.65,10.74,5
8.77,0.604,0.0,5.69,0.1183,18.4,56.3,0.9977,3.16,0.57,9.3,5
5.71,0.65,0.55,3.63,0.0926,14.0,73.2,0.9924,3.66,0.55,12.16,5
7.4,0.46,0.33,1.58,0.1251,15.6,59.8,0.9948,3.02,0.46,9.64,5
7.97,0.208,0.51,1.01,0.1863,21.7,66.0,0.9945,3.5,0.61,10.29,6
10.09,0.576,0.01,2.16,0.153,15.0,46.1,0.9959,3.28,0.33,10.97,6
7.26,0.139,0.51,2.13,0.0636,6.8,26.8,0.9929,3.38,0.55,12.18,6
9.65,0.436,0.69,3.75,0.0265,7.7,42.3,0.9958,3.22,0.63,11.48,6
8.3,0.73,0.01,9.18,0.0733,29.3,78.8,0.9977,3.54,0.74,10.59,5
8.0,0.443,0.47,1.96,0.0416,2.2,24.3,0.9939,3.41,0.71,11.54,7
8.72,0.821,0.29,1.54,0.1026,16.4,75.3,0.9949,3.18,0.82,10.67,6
7.64,0.664,0.01,1.21,0.0373,39.2,94.3,0.9936,3.14,0.91,11.18,6
7.57,0.539,0.3,0.91,0.0916,16.7,67.5,0.9956,3.37,0.78,8.4,4
5.4,0.575,0.4,1.97,0.123,63.2,175.8,0.9934,3.45,0.72,9.88,5
7.88,0.562,0.14,2.12,0.0855,16.0,52.8,0.9947,3.15,0.64,10.42,5
7.48,0.301,0.46,3.51,0.0516,2.4,12.7,0.9961,3.34,0.47,9.02,5
7.42,0.33,0.0,1.95,0.1315,23.1,77.4,0.9939,3.28,0.81,11.01,6
9.01,0.395,0.02,4.62,0.015,6.0,28.1,0.9965,3.28,0.97,10.42,6
9.42,0.144,0.31,2.38,0.0714,9.1,19.6,0.9943,3.34,0.74,12.38,6
8.69,0.498,0.29,3.65,0.0828,6.5,39.8,0.9945,3.47,1.01,12.2,6
9.99,0.448,0.16,1.14,0.0851,5.8,25.2,0.996,3.33,0.42,10.16,6
9.28,0.206,0.44,3.8,0.0917,8.8,9.2,0.9963,3.17,0.48,10.47,6
7.8,0.479,0.43,2.59,0.1039,7.7,32.0,0.9944,3.38,0.87,11.0,7
7.51,0.772,0.36,1.18,0.0931,14.0,55.4,0.995,3.36,0.64,9.27,4
8.83,0.609,0.23,1.22,0.0748,22.1,94.8,0.9951,3.12,0.86,10.37,5
9.28,0.675,0.28,4.82,0.0832,6.2,20.2,0.9983,3.31,0.56,8.52,3
10.68,0.591,0.21,0.95,0.06,4.9,15.2,0.997,3.41,0.53,9.49,6
10.32,0.526,0.7,1.83,0.111,15.2,54.1,0.9953,3.21,0.68,11.7,7
7.38,0.622,0.1,1.46,0.0636,15.3,52.7,0.9938,3.16,0.38,10.8,5
8.13,0.27,0.71,2.54,0.1134,29.8,114.4,0.9952,3.32,0.53,10.27,7
9.44,0.617,0.26,3.65,0.0903,2.2,20.6,0.9959,3.11,0.81,11.07,5
10.12,0.613,0.08,1.57,0.0586,25.0,76.2,0.9961,3.32,0.87,10.44,7
9.9,0.469,0.5,1.74,0.1142,10.8,39.8,0.996,3.29,0.7,10.43,5
8.19,0.927,0.27,6.92,0.0604,13.7,68.0,0.9964,3.29,0.35,11.0,5
6.17,0.401,0.44,3.2,0.11,3.1,24.8,0.9938,3.38,0.62,10.59,6
6.6,0.576,0.47,4.31,0.098,8.8,31.4,0.9945,3.37,0.43,10.63,5
8.76,0.456,0.31,1.77,0.0656,5.1,26.8,0.9958,3.29,0.84,9.66,5
8.88,0.608,0.14,1.3,0.1106,5.5,31.9,0.9955,3.19,0.54,9.98,5
6.43,0.194,0.47,1.7,0.1064,10.4,48.1,0.9935,3.24,0.5,10.42,6
8.38,0.397,0.29,2.79,0.1308,22.1,91.9,0.9958,3.44,0.69,9.88,6
9.37,0.384,0.37,1.07,0.1281,18.3,82.4,0.9957,3.21,0.53,10.0,5
6.34,0.513,0.0,1.37,0.1042,12.7,51.1,0.9944,3.43,0.93,9.08,6
10.18,0.659,0.37,0.97,0.0394,11.3,44.3,0.9961,3.25,0.56,10.13,6
7.66,0.68,0.14,1.75,0.1874,8.7,37.6,0.9948,3.38,0.4,9.89,5
10.44,0.167,0.55,3.54,0.0334,45.2,124.5,0.9975,3.06,0.33,9.92,5
7.39,0.917,0.36,0.94,0.1275,11.9,48.5,0.9943,3.15,0.63,9.93,5
6.55,0.62,0.29,2.59,0.1068,5.5,33.7,0.9942,3.33,0.54,10.11,5
7.52,0.358,0.38,4.94,0.0375,5.1,13.4,0.9951,3.4,0.44,11.1,6
8.14,0.597,0.07,1.31,0.0845,13.3,49.7,0.9941,3.23,0.84,11.05,5
7.64,0.52,0.58,2.67,0.0813,10.9,33.9,0.9951,3.3,0.79,9.98,6
7.93,0.377,0.65,6.44,0.1367,2.1,31.1,0.9973,3.58,0.68,9.42,6
8.87,0.604,0.32,5.82,0.061,23.3,81.5,0.9979,3.06,0.87,9.13,5
8.01,0.387,0.58,1.3,0.074,16.6,60.3,0.9947,3.23,0.79,10.14,6
8.19,0.501,0.15,1.06,0.015,15.0,62.8,0.995,3.54,0.5,9.82,5
5.39,0.293,0.19,1.14,0.1489,2.9,16.9,0.9927,3.45,0.54,10.31,7
8.97,0.246,0.3,2.72,0.0417,7.4,29.2,0.9966,3.19,0.82,9.33,6
8.15,0.515,0.37,2.84,0.0976,34.9,106.1,0.9954,3.46,0.75,10.17,6
11.04,0.59,0.22,2.58,0.0804,25.8,76.5,0.9968,3.18,0.71,10.81,6
6.7,0.658,0.35,1.51,0.0856,6.0,24.2,0.9934,3.35,0.5,10.77,5
5.23,0.629,0.35,1.18,0.1169,4.1,43.7,0.9928,3.49,0.78,10.07,6
9.35,0.465,0.15,2.2,0.1464,9.2,42.9,0.9956,3.18,0.59,10.66,7
8.89,0.399,0.38,1.89,0.0946,7.3,26.7,0.9959,3.16,0.66,9.7,6
6.59,0.633,0.45,2.86,0.1107,15.8,73.8,0.994,3.38,0.93,10.59,6
5.7,0.179,0.36,1.77,0.0927,42.7,159.5,0.9932,3.32,0.61,10.23,7
10.91,0.417,0.46,1.52,0.1302,7.4,46.9,0.9963,3.18,0.37,10.75,5
10.7,0.406,0.03,1.42,0.071,2.8,11.8,0.998,3.23,0.46,8.4,5
4.6,0.674,0.37,1.26,0.1275,29.3,90.7,0.9922,3.6,0.85,10.27,6
7.52,0.73,0.04,1.36,0.1339,2.5,18.9,0.9941,3.48,0.68,10.48,5
11.13,0.573,0.09,1.05,0.1278,38.6,143.3,0.9963,3.12,0.66,10.81,6
7.49,0.592,0.22,1.54,0.0531,15.1,71.0,0.9915,3.41,0.63,13.77,7
7.47,0.421,0.08,0.96,0.0828,36.1,138.9,0.9939,3.41,0.72,10.52,5
7.82,0.629,0.15,1.21,0.0991,4.7,38.1,0.9953,3.37,0.5,9.17,5
6.39,0.469,0.25,2.96,0.0297,2.5,8.0,0.9939,3.35,0.73,10.53,6
5.4,0.714,0.4,1.49,0.1533,10.0,30.5,0.9944,3.33,0.52,8.4,5
10.09,0.47,0.23,2.56,0.084,9.2,35.6,0.9963,3.28,0.53,10.54,6
5.17,0.505,0.0,2.79,0.1009,6.8,33.9,0.994,3.26,0.53,9.34,5
8.72,0.582,0.5,2.21,0.0614,39.9,114.9,0.9945,3.26,0.62,11.54,6
9.81,0.719,0.1,5.68,0.0364,22.8,72.8,0.9981,2.93,0.63,9.63,5
5.83,0.376,0.28,0.93,0.0603,15.0,46.1,0.9927,3.27,0.72,10.51,6
6.73,0.56,0.33,2.91,0.0983,4.1,26.3,0.9949,3.28,0.33,9.54,5
10.36,0.31,0.33,5.68,0.1114,17.9,69.6,0.9963,3.34,0.54,12.36,6
9.21,0.145,0.45,3.87,0.096,17.6,87.7,0.9968,3.35,0.57,9.85,5
7.25,0.524,0.38,1.18,0.0984,8.6,48.4,0.9923,3.3,0.94,12.46,6
10.34,0.514,0.17,1.49,0.066,33.0,136.2,0.995,3.3,0.54,11.89,7
10.35,0.615,0.64,1.18,0.1093,4.2,16.8,0.9959,3.31,0.67,10.66,5
8.76,0.239,0.28,2.28,0.1488,5.7,29.5,0.9953,3.27,0.89,10.54,5
6.77,0.59,0.18,2.77,0.1227,2.8,9.6,0.9945,3.22,0.38,10.12,4
7.6,0.12,0.46,1.47,0.1169,21.0,76.3,0.9956,3.32,0.75,8.7,6
8.79,0.723,0.33,2.06,0.0963,13.7,49.2,0.9954,3.27,0.54,10.35,6
7.98,0.305,0.36,2.66,0.0244,6.5,26.0,0.9942,3.18,0.59,11.47,6
9.9,0.783,0.7,1.72,0.0477,4.1,12.9,0.9962,3.27,0.5,10.13,5
5.7,0.731,0.2,3.79,0.1077,2.5,8.0,0.9952,3.47,0.52,8.77,5
5.76,0.337,0.23,3.11,0.0841,4.2,25.0,0.9935,3.49,1.14,10.57,6
8.61,0.297,0.31,1.0,0.1021,9.2,48.0,0.9933,3.33,0.82,12.33,6
7.46,0.39,0.56,2.36,0.1416,5.4,32.5,0.9926,3.44,0.95,12.77,8
7.23,0.426,0.0,1.3,0.1185,5.6,32.2,0.9942,3.34,0.72,10.11,5
5.29,0.507,0.0,2.12,0.1349,27.0,99.7,0.992,3.48,0.41,11.58,6
8.33,0.488,0.14,5.62,0.0933,10.7,46.7,0.9969,3.26,0.71,9.81,5
8.21,0.267,0.0,4.07,0.0572,17.7,72.6,0.9973,3.24,0.82,8.47,5
9.41,0.12,0.21,1.68,0.0822,2.4,8.0,0.9962,3.42,0.53,9.7,6
8.42,0.529,0.38,1.42,0.0523,7.5,29.5,0.9934,3.06,0.84,12.19,6
8.07,0.235,0.21,1.3,0.1368,9.8,49.3,0.9939,3.43,0.88,11.25,8
10.3,0.476,0.0,2.04,0.1211,4.5,35.1,0.9968,3.14,0.95,9.93,5
6.07,0.688,0.26,1.08,0.1103,3.5,15.5,0.9935,3.33,0.57,9.88,5
9.21,0.689,0.45,2.1,0.1339,26.5,94.1,0.994,3.3,0.49,12.53,6
5.46,0.444,0.0,0.9,0.015,35.6,124.9,0.9911,3.27,0.62,12.25,6
6.87,0.512,0.4,1.49,0.113,3.0,21.3,0.9922,3.28,0.88,12.39,5
6.24,0.655,0.4,1.27,0.0371,7.2,8.1,0.9936,3.31,0.33,10.02,5
9.63,0.339,0.42,6.22,0.0892,40.1,163.9,0.9976,3.22,0.33,10.47,5
8.19,0.448,0.55,2.85,0.067,3.0,27.4,0.9959,3.22,0.74,9.56,7
