App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
NextGen 3D Life 1524,"Full of bugs, login screen freezes constantly.",Negative,-0.264,0.885
Master Hero Pers 1836,Battery drain is immense and phone overheats quickly.,Negative,-0.457,0.719
Master Hero Pers 1836,Average performance. UI could use some polishing.,Neutral,-0.022,0.156
Master Hero Pers 1836,"Best in its class, saves me so much time every day.",Positive,0.484,0.556
Master Hero Pers 1836,Game is highly addictive with stellar graphics!,Positive,0.81,0.828
Master Hero Pers 1836,"Works okay on tablet, bit clunky on small screens.",Neutral,0.074,0.241
Master Hero Pers 1836,Average performance. UI could use some polishing.,Neutral,0.019,0.28
Master Hero Pers 1836,"Best in its class, saves me so much time every day.",Positive,0.297,0.841
Master Hero Pers 1836,"Best in its class, saves me so much time every day.",Positive,0.437,0.791
Master Hero Pers 1836,Battery drain is immense and phone overheats quickly.,Negative,-0.479,0.459
Master Hero Pers 1836,Game is highly addictive with stellar graphics!,Positive,0.546,0.472
Master Hero Pers 1836,Incredible features and clean layout. Worth every penny.,Positive,0.542,0.44
Smart Hero Pers 1570,Constant crashes after the latest update. Terrible experience.,Negative,-0.626,0.872
Smart Hero Pers 1570,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.311,0.562
Smart Hero Pers 1570,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.257,0.806
Smart Hero Pers 1570,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.09,0.319
Smart Hero Pers 1570,Absolutely love this app! Very smooth UI and responsive.,Positive,0.325,0.638
Smart Hero Pers 1570,Great customer support and seamless synchronization.,Positive,0.754,0.433
Smart Hero Pers 1570,Incredible features and clean layout. Worth every penny.,Positive,0.28,0.778
Smart Hero Pers 1570,Customer service never responded to my refund ticket.,Negative,-0.674,0.651
Smart Hero Pers 1570,Battery drain is immense and phone overheats quickly.,Negative,-0.462,0.794
Hyper Tracker Life 810,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.489,0.669
Hyper Tracker Life 810,Average performance. UI could use some polishing.,Neutral,-0.098,0.154
Hyper Tracker Life 810,"Good concept, waiting for future feature updates.",Neutral,0.029,0.352
Hyper Tracker Life 810,Constant crashes after the latest update. Terrible experience.,Negative,-0.619,0.744
Hyper Tracker Life 810,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.037,0.217
Hyper Tracker Life 810,Incredible features and clean layout. Worth every penny.,Positive,0.749,0.411
NextGen Hero Phot 889,Essential utility for daily workflow. Fast loading.,Positive,0.329,0.725
NextGen Hero Phot 889,Game is highly addictive with stellar graphics!,Positive,0.937,0.72
NextGen Hero Phot 889,Essential utility for daily workflow. Fast loading.,Positive,0.613,0.771
NextGen Hero Phot 889,Great customer support and seamless synchronization.,Positive,0.663,0.686
NextGen Hero Phot 889,Average performance. UI could use some polishing.,Neutral,0.15,0.174
Super Tracker Prod 2110,Game is highly addictive with stellar graphics!,Positive,0.265,0.462
Super Tracker Prod 2110,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.211,0.846
Super Tracker Prod 2110,"Works okay on tablet, bit clunky on small screens.",Neutral,0.107,0.344
Super Tracker Prod 2110,Absolutely love this app! Very smooth UI and responsive.,Positive,0.354,0.708
Super Tracker Prod 2110,"Full of bugs, login screen freezes constantly.",Negative,-0.483,0.536
Super Tracker Prod 2110,Constant crashes after the latest update. Terrible experience.,Negative,-0.53,0.814
Super Tracker Prod 2110,"Full of bugs, login screen freezes constantly.",Negative,-0.302,0.569
Super Tracker Prod 2110,"Good concept, waiting for future feature updates.",Neutral,0.05,0.362
Super Tracker Prod 2110,Great customer support and seamless synchronization.,Positive,0.354,0.51
Super Tracker Prod 2110,Incredible features and clean layout. Worth every penny.,Positive,0.772,0.566
Super Tracker Prod 2110,"Good concept, waiting for future feature updates.",Neutral,0.024,0.375
Smart Hero Heal 2322,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.602,0.833
Smart Hero Heal 2322,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.047,0.221
Smart Hero Heal 2322,Incredible features and clean layout. Worth every penny.,Positive,0.845,0.536
Smart Hero Heal 2322,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.027,0.175
Smart Hero Heal 2322,Absolutely love this app! Very smooth UI and responsive.,Positive,0.62,0.465
Smart Hero Heal 2322,"Full of bugs, login screen freezes constantly.",Negative,-0.236,0.536
Pocket Plus Life 2193,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.834,0.898
Pocket Plus Life 2193,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.004,0.174
Pocket Plus Life 2193,Absolutely love this app! Very smooth UI and responsive.,Positive,0.875,0.701
Pocket Plus Life 2193,Incredible features and clean layout. Worth every penny.,Positive,0.593,0.544
Pocket Plus Life 2193,Great customer support and seamless synchronization.,Positive,0.772,0.71
Pocket Plus Life 2193,Average performance. UI could use some polishing.,Neutral,0.044,0.228
Pocket Plus Life 2193,Average performance. UI could use some polishing.,Neutral,-0.008,0.308
Daily Portal Comm 2072,"Works okay on tablet, bit clunky on small screens.",Neutral,0.029,0.238
Daily Portal Comm 2072,Great customer support and seamless synchronization.,Positive,0.337,0.477
Daily Portal Comm 2072,Game is highly addictive with stellar graphics!,Positive,0.511,0.676
Daily Portal Comm 2072,Essential utility for daily workflow. Fast loading.,Positive,0.891,0.587
Daily Portal Comm 2072,Game is highly addictive with stellar graphics!,Positive,0.555,0.473
Daily Portal Comm 2072,Great customer support and seamless synchronization.,Positive,0.415,0.763
Daily Portal Comm 2072,"Best in its class, saves me so much time every day.",Positive,0.884,0.455
Daily Portal Comm 2072,Essential utility for daily workflow. Fast loading.,Positive,0.675,0.739
Daily Portal Comm 2072,Incredible features and clean layout. Worth every penny.,Positive,0.694,0.612
Global Portal Prod 283,"Best in its class, saves me so much time every day.",Positive,0.876,0.408
Global Portal Prod 283,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.08,0.393
Global Portal Prod 283,Great customer support and seamless synchronization.,Positive,0.457,0.79
Global Portal Prod 283,Essential utility for daily workflow. Fast loading.,Positive,0.521,0.741
Global Portal Prod 283,Game is highly addictive with stellar graphics!,Positive,0.406,0.564
Easy Hub Comm 211,Essential utility for daily workflow. Fast loading.,Positive,0.447,0.511
Easy Hub Comm 211,Essential utility for daily workflow. Fast loading.,Positive,0.402,0.827
Easy Hub Comm 211,Constant crashes after the latest update. Terrible experience.,Negative,-0.271,0.644
Easy Hub Comm 211,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.174,0.836
Easy Hub Comm 211,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.555,0.669
Easy Hub Comm 211,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.513,0.736
Easy Hub Comm 211,Customer service never responded to my refund ticket.,Negative,-0.201,0.486
Easy Hub Comm 211,"Good concept, waiting for future feature updates.",Neutral,-0.1,0.208
Daily Lite Fami 112,Game is highly addictive with stellar graphics!,Positive,0.842,0.478
Daily Lite Fami 112,Absolutely love this app! Very smooth UI and responsive.,Positive,0.7,0.601
Daily Lite Fami 112,"Full of bugs, login screen freezes constantly.",Negative,-0.323,0.74
Daily Lite Fami 112,Essential utility for daily workflow. Fast loading.,Positive,0.903,0.464
Daily Lite Fami 112,Great customer support and seamless synchronization.,Positive,0.408,0.677
Daily Lite Fami 112,"Best in its class, saves me so much time every day.",Positive,0.502,0.744
Daily Lite Fami 112,"Best in its class, saves me so much time every day.",Positive,0.569,0.514
Daily Lite Fami 112,Incredible features and clean layout. Worth every penny.,Positive,0.284,0.848
Daily Lite Fami 112,"Full of bugs, login screen freezes constantly.",Negative,-0.482,0.605
Pro Assistant Comm 1553,Incredible features and clean layout. Worth every penny.,Positive,0.618,0.594
Pro Assistant Comm 1553,Essential utility for daily workflow. Fast loading.,Positive,0.515,0.639
Pro Assistant Comm 1553,Game is highly addictive with stellar graphics!,Positive,0.748,0.64
Pro Assistant Comm 1553,Great customer support and seamless synchronization.,Positive,0.861,0.479
Pro Assistant Comm 1553,Customer service never responded to my refund ticket.,Negative,-0.293,0.578
Pro Assistant Comm 1553,Essential utility for daily workflow. Fast loading.,Positive,0.688,0.798
Hyper Hero Life 1223,Great customer support and seamless synchronization.,Positive,0.804,0.54
Hyper Hero Life 1223,Constant crashes after the latest update. Terrible experience.,Negative,-0.234,0.709
Hyper Hero Life 1223,Average performance. UI could use some polishing.,Neutral,0.071,0.194
Hyper Hero Life 1223,"Best in its class, saves me so much time every day.",Positive,0.702,0.425
Hyper Hero Life 1223,"Good concept, waiting for future feature updates.",Neutral,-0.022,0.17
Hyper Hero Life 1223,Essential utility for daily workflow. Fast loading.,Positive,0.743,0.613
Hyper Hero Life 1223,"Works okay on tablet, bit clunky on small screens.",Neutral,0.087,0.261
Hyper Hero Life 1223,Essential utility for daily workflow. Fast loading.,Positive,0.805,0.634
Pocket Lite Game 1099,Game is highly addictive with stellar graphics!,Positive,0.772,0.435
Pocket Lite Game 1099,Great customer support and seamless synchronization.,Positive,0.478,0.723
Pocket Lite Game 1099,Battery drain is immense and phone overheats quickly.,Negative,-0.165,0.714
Pocket Lite Game 1099,Constant crashes after the latest update. Terrible experience.,Negative,-0.77,0.702
Pocket Lite Game 1099,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.689,0.735
Pocket Lite Game 1099,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.078,0.22
Pocket Lite Game 1099,Game is highly addictive with stellar graphics!,Positive,0.65,0.462
Pocket Lite Game 1099,"Full of bugs, login screen freezes constantly.",Negative,-0.209,0.713
Pocket Lite Game 1099,"Good concept, waiting for future feature updates.",Neutral,-0.027,0.39
Pocket Lite Game 1099,"Works okay on tablet, bit clunky on small screens.",Neutral,0.07,0.293
Pocket Lite Game 1099,"Full of bugs, login screen freezes constantly.",Negative,-0.411,0.519
Smart Plus Pers 822,Great customer support and seamless synchronization.,Positive,0.753,0.455
Smart Plus Pers 822,Constant crashes after the latest update. Terrible experience.,Negative,-0.33,0.53
Smart Plus Pers 822,Customer service never responded to my refund ticket.,Negative,-0.559,0.476
Smart Plus Pers 822,Absolutely love this app! Very smooth UI and responsive.,Positive,0.475,0.546
Smart Plus Pers 822,Incredible features and clean layout. Worth every penny.,Positive,0.857,0.745
Smart Plus Pers 822,"Full of bugs, login screen freezes constantly.",Negative,-0.361,0.65
Smart Plus Pers 822,Customer service never responded to my refund ticket.,Negative,-0.156,0.456
Quick Lite Game 2104,Incredible features and clean layout. Worth every penny.,Positive,0.692,0.559
Quick Lite Game 2104,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.659,0.747
Quick Lite Game 2104,Essential utility for daily workflow. Fast loading.,Positive,0.88,0.532
Quick Lite Game 2104,"Works okay on tablet, bit clunky on small screens.",Neutral,0.006,0.326
Quick Lite Game 2104,Incredible features and clean layout. Worth every penny.,Positive,0.821,0.489
Pro Assistant Life 333,"Good concept, waiting for future feature updates.",Neutral,-0.071,0.181
Pro Assistant Life 333,Essential utility for daily workflow. Fast loading.,Positive,0.482,0.481
Pro Assistant Life 333,Incredible features and clean layout. Worth every penny.,Positive,0.394,0.824
Pro Assistant Life 333,Game is highly addictive with stellar graphics!,Positive,0.574,0.704
Pro Assistant Life 333,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.539,0.563
NextGen Portal Fina 253,Incredible features and clean layout. Worth every penny.,Positive,0.622,0.617
NextGen Portal Fina 253,Essential utility for daily workflow. Fast loading.,Positive,0.299,0.535
NextGen Portal Fina 253,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.431,0.566
NextGen Portal Fina 253,Game is highly addictive with stellar graphics!,Positive,0.303,0.803
NextGen Portal Fina 253,"Full of bugs, login screen freezes constantly.",Negative,-0.829,0.805
NextGen Portal Fina 253,Essential utility for daily workflow. Fast loading.,Positive,0.944,0.668
NextGen Portal Fina 253,Incredible features and clean layout. Worth every penny.,Positive,0.948,0.577
NextGen Lite Busi 252,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.267,0.573
NextGen Lite Busi 252,Essential utility for daily workflow. Fast loading.,Positive,0.313,0.454
NextGen Lite Busi 252,"Good concept, waiting for future feature updates.",Neutral,0.092,0.242
