House_ID,Square_Feet,Bedrooms,Bathrooms,Floors,Year_Built,House_Age,Neighborhood,Overall_Condition,Garage_Capacity,Has_Pool,Distance_to_City_Center_km,Price
HSE-11483,3222,3,2.2,1,2019,5,Waterfront,Good,2.0,0,8.2,881000.0
HSE-11484,1840,3,2.2,2,1965,59,Rural,Good,2.0,0,5.2,407900.0
HSE-11485,2246,2,1.5,1,1990,34,Downtown,Good,2.0,0,4.0,598100.0
HSE-11486,2706,5,3.8,1,1992,32,Uptown,Excellent,0.0,0,10.1,732600.0
HSE-11487,1178,2,1.5,2,2017,7,Downtown,Good,2.0,0,20.5,401500.0
HSE-11488,955,5,3.8,1,2022,2,Uptown,Good,2.0,0,3.7,492200.0
HSE-11489,1108,5,3.8,1,1973,51,Suburbs,Fair,0.0,0,2.3,351600.0
HSE-11490,2920,4,3.5,2,2023,1,Suburbs,Fair,2.0,0,4.8,729800.0
HSE-11491,1741,3,1.8,1,2008,16,Uptown,Good,2.0,0,41.0,450300.0
HSE-11492,3762,3,2.8,3,1986,38,Suburbs,Fair,1.0,0,19.6,675600.0
HSE-11493,1733,4,3.0,3,1972,52,Uptown,Fair,1.0,0,11.1,447100.0
HSE-11494,2219,3,1.8,1,2022,2,Waterfront,Fair,2.0,0,28.5,571600.0
HSE-11495,3102,3,2.2,1,2013,11,Downtown,Good,2.0,0,7.9,752000.0
HSE-11496,3403,3,1.8,2,2006,18,Downtown,Good,2.0,0,42.9,709700.0
HSE-11497,3439,3,2.2,2,1991,33,Waterfront,Good,1.0,0,5.5,876600.0
HSE-11498,2885,3,2.2,1,2003,21,Uptown,Good,1.0,0,4.7,684700.0
HSE-11499,2765,3,1.8,2,1983,41,Suburbs,Fair,3.0,0,12.2,609100.0
HSE-11500,2485,3,2.2,1,1989,35,Suburbs,Good,3.0,0,6.8,573300.0
HSE-11501,2605,4,3.5,2,2002,22,Uptown,Good,0.0,0,11.8,645300.0
HSE-11502,1741,2,2.0,1,1985,39,Downtown,Good,2.0,1,5.6,509500.0
HSE-11503,1568,5,3.8,1,1988,36,Suburbs,Excellent,1.0,1,11.6,547900.0
HSE-11504,2097,3,2.8,1,1988,36,Suburbs,Excellent,0.0,0,5.2,565400.0
HSE-11505,1989,4,3.0,3,1983,41,Rural,Fair,1.0,0,2.5,436300.0
HSE-11506,1805,3,2.2,2,2014,10,Uptown,Excellent,1.0,0,26.3,477200.0
HSE-11507,2552,4,3.5,2,2011,13,Rural,Fair,2.0,0,23.5,526700.0
HSE-11508,2720,1,1.0,1,1966,58,Uptown,Excellent,2.0,0,37.3,562300.0
HSE-11509,2157,4,3.0,1,1978,46,Rural,Good,3.0,1,14.6,509200.0
HSE-11510,3060,1,1.0,1,2017,7,Suburbs,Good,2.0,0,13.5,685600.0
HSE-11511,1357,4,3.5,2,1996,28,Uptown,Fair,1.0,0,10.2,468000.0
HSE-11512,1974,5,4.2,2,2006,18,Suburbs,Fair,2.0,1,3.3,537800.0
HSE-11513,1634,3,2.2,2,1996,28,Uptown,Good,3.0,0,4.1,485400.0
HSE-11514,886,2,1.5,1,1992,32,Downtown,Excellent,2.0,0,5.4,406900.0
HSE-11515,2046,4,3.0,3,2012,12,Suburbs,Good,2.0,0,24.1,484800.0
HSE-11516,2020,3,2.2,1,2003,21,Waterfront,Good,3.0,0,3.9,670600.0
HSE-11517,3083,4,3.0,3,2004,20,Waterfront,Good,1.0,0,27.6,784700.0
HSE-11518,2510,2,1.5,1,2006,18,Suburbs,Good,2.0,0,9.4,562600.0
HSE-11519,1434,2,1.5,2,2011,13,Uptown,Fair,2.0,0,14.6,420600.0
HSE-11520,3305,5,3.8,1,2004,20,Suburbs,Fair,3.0,1,3.2,840800.0
HSE-11521,2893,3,1.8,1,1977,47,Downtown,Good,1.0,0,5.1,691600.0
HSE-11522,2478,4,3.0,2,1976,48,Waterfront,Good,2.0,0,33.8,630500.0
HSE-11523,1952,3,2.8,1,1972,52,Suburbs,Fair,2.0,0,5.1,458000.0
HSE-11524,1476,3,2.2,1,1979,45,Rural,Fair,1.0,1,5.5,336300.0
HSE-11525,1858,3,1.8,2,1990,34,Suburbs,Fair,2.0,0,4.2,484400.0
HSE-11526,2807,3,2.2,2,1976,48,Uptown,Excellent,1.0,0,3.4,709200.0
HSE-11527,3324,3,2.2,2,2007,17,Uptown,Fair,1.0,0,4.7,749500.0
HSE-11528,3103,3,1.8,1,2015,9,Suburbs,Good,1.0,0,12.3,680600.0
HSE-11529,1782,3,2.2,2,2010,14,Suburbs,Good,2.0,0,8.1,474000.0
HSE-11530,1372,3,2.2,2,1991,33,Waterfront,Good,1.0,0,10.1,532900.0
HSE-11531,2191,4,3.0,1,1982,42,Uptown,Fair,2.0,1,3.3,593100.0
HSE-11532,950,2,1.5,2,2009,15,Suburbs,Good,1.0,1,18.2,326900.0
HSE-11533,2310,3,2.2,1,2000,24,Downtown,Fair,1.0,1,17.3,623500.0
HSE-11534,2004,2,2.0,1,2013,11,Suburbs,Good,0.0,0,2.2,467000.0
HSE-11535,1797,3,2.2,1,2015,9,Suburbs,Fair,1.0,1,6.8,480700.0
HSE-11536,1063,4,3.0,1,1991,33,Downtown,Good,2.0,1,2.7,488700.0
HSE-11537,2433,2,1.5,2,1973,51,Suburbs,Good,2.0,0,17.7,475900.0
HSE-11538,1753,2,1.5,2,2019,5,Waterfront,Good,1.0,0,15.4,527400.0
HSE-11539,1339,2,1.5,3,2003,21,Uptown,Good,1.0,0,25.2,345400.0
HSE-11540,650,3,2.2,2,1965,59,Rural,Good,2.0,0,4.7,212400.0
HSE-11541,2082,4,3.0,1,1971,53,Uptown,Excellent,1.0,0,8.1,594000.0
HSE-11542,3251,1,1.0,2,1990,34,Rural,Good,3.0,0,4.0,628400.0
HSE-11543,3179,4,3.0,2,1971,53,Downtown,Good,2.0,0,6.6,810800.0
HSE-11544,1802,3,2.2,1,2016,8,Uptown,Good,1.0,0,9.4,539300.0
HSE-11545,1708,3,2.2,2,1971,53,Rural,Good,1.0,0,2.5,395000.0
HSE-11546,2404,4,3.0,3,1972,52,Uptown,Good,2.0,0,14.5,593000.0
HSE-11547,1451,3,2.2,2,1980,44,Suburbs,Good,0.0,1,9.8,393200.0
HSE-11548,2296,3,2.2,2,1967,57,Uptown,Fair,1.0,1,19.7,553200.0
HSE-11549,2597,1,1.0,1,2009,15,Rural,Fair,1.0,0,5.2,506000.0
HSE-11550,2897,2,2.0,1,1974,50,Uptown,Fair,2.0,0,25.4,607500.0
HSE-11551,2034,3,1.8,1,2014,10,Downtown,Fair,2.0,0,45.0,457800.0
HSE-11552,1967,1,1.2,2,1971,53,Uptown,Good,0.0,0,27.2,391000.0
HSE-11553,1529,3,2.2,2,1985,39,Rural,Excellent,2.0,0,17.0,351600.0
HSE-11554,1562,3,2.2,3,2017,7,Suburbs,Good,1.0,0,18.7,417400.0
HSE-11555,1952,3,2.2,1,2001,23,Uptown,Excellent,2.0,1,10.5,572200.0
HSE-11556,2338,2,2.0,1,1995,29,Suburbs,Excellent,1.0,0,4.1,567000.0
HSE-11557,2693,3,1.8,2,1987,37,Uptown,Excellent,2.0,0,13.3,659400.0
HSE-11558,1577,3,1.8,2,2021,3,Uptown,Excellent,3.0,0,14.5,532800.0
HSE-11559,3070,5,3.8,1,1991,33,Suburbs,Good,0.0,0,44.3,632900.0
HSE-11560,1923,2,1.0,2,2020,4,Suburbs,Fair,1.0,0,9.8,455800.0
HSE-11561,2086,4,2.5,2,1986,38,Uptown,Good,1.0,0,5.2,578100.0
HSE-11562,1614,3,2.8,2,2003,21,Suburbs,Good,1.0,0,13.5,407500.0
HSE-11563,650,3,2.8,2,2021,3,Suburbs,Excellent,1.0,0,40.8,251400.0
HSE-11564,2674,3,2.2,1,1991,33,Waterfront,Excellent,2.0,0,4.0,764600.0
HSE-11565,2578,2,2.0,3,2018,6,Suburbs,Good,3.0,0,5.9,603100.0
HSE-11566,1917,2,1.5,2,2013,11,Downtown,Good,1.0,0,9.8,537900.0
HSE-11567,2143,3,2.2,1,1968,56,Rural,Fair,2.0,0,3.9,413200.0
HSE-11568,2435,3,2.2,1,1988,36,Suburbs,Fair,2.0,0,2.2,535900.0
HSE-11569,1084,4,3.0,2,1987,37,Downtown,Good,2.0,0,6.1,415500.0
HSE-11570,1756,3,2.8,1,2012,12,Uptown,Good,1.0,0,22.1,500200.0
HSE-11571,2616,2,1.5,1,1983,41,Uptown,Excellent,1.0,0,2.4,639000.0
HSE-11572,1284,4,3.0,2,2006,18,Rural,Good,2.0,0,7.6,327800.0
HSE-11573,2290,3,1.8,1,1967,57,Rural,Excellent,1.0,0,16.4,507700.0
HSE-11574,1218,3,1.8,2,1991,33,Uptown,,2.0,0,32.6,370100.0
HSE-11575,2403,3,1.8,1,1967,57,Suburbs,Excellent,2.0,0,44.3,433100.0
HSE-11576,2076,4,3.5,2,1992,32,Suburbs,Fair,1.0,0,7.5,515300.0
HSE-11577,1050,4,3.5,1,1981,43,Downtown,Excellent,0.0,1,32.0,447100.0
HSE-11578,2857,3,2.2,1,1995,29,Suburbs,Good,3.0,0,2.4,661600.0
HSE-11579,1622,3,2.2,1,1974,50,Uptown,Fair,2.0,0,15.7,419300.0
HSE-11580,1573,5,3.8,3,2013,11,Uptown,Fair,2.0,0,12.3,499000.0
HSE-11581,2230,3,1.8,2,1986,38,Suburbs,Excellent,0.0,0,4.9,544900.0
HSE-11582,2846,1,1.0,1,1994,30,Waterfront,Fair,2.0,0,9.1,715000.0
HSE-11583,1439,3,2.2,2,2013,11,Suburbs,Good,2.0,0,3.4,406200.0
HSE-11584,2140,2,1.5,2,1985,39,Downtown,Good,2.0,0,22.5,505500.0
HSE-11585,2378,3,2.2,3,2000,24,Uptown,Good,0.0,1,6.4,624000.0
HSE-11586,2550,3,1.8,1,2017,7,Downtown,Excellent,1.0,0,11.8,690000.0
HSE-11587,2214,3,1.8,2,1987,37,Downtown,Good,1.0,0,3.7,592600.0
HSE-11588,1861,1,1.0,1,2002,22,Suburbs,Good,2.0,0,4.3,439600.0
HSE-11589,1562,4,3.0,1,1976,48,Downtown,Excellent,3.0,0,45.0,443700.0
HSE-11590,2155,3,2.8,3,1989,35,Uptown,Good,3.0,1,16.0,626000.0
HSE-11591,1403,3,2.2,2,2018,6,Rural,Excellent,3.0,0,34.7,338200.0
HSE-11592,650,3,2.8,1,2021,3,Downtown,Good,0.0,1,5.5,378800.0
HSE-11593,2383,3,2.2,1,1984,40,Downtown,Good,0.0,0,3.8,602100.0
HSE-11594,2687,2,1.5,2,2013,11,Uptown,Good,1.0,0,9.0,647000.0
HSE-11595,650,2,1.0,2,2013,11,Rural,Good,1.0,0,8.8,195300.0
HSE-11596,1443,4,3.5,1,2006,18,Suburbs,Fair,2.0,0,3.9,447200.0
HSE-11597,2502,4,3.0,3,1971,53,Downtown,Good,2.0,0,15.2,663500.0
HSE-11598,3437,3,1.8,1,1993,31,Uptown,Fair,1.0,0,6.5,720800.0
HSE-11599,2113,2,1.5,1,2012,12,Uptown,Good,2.0,0,4.1,575000.0
HSE-11600,1626,3,2.2,2,1993,31,Suburbs,Excellent,3.0,0,6.0,492500.0
HSE-11601,1981,4,3.0,1,1977,47,Uptown,Fair,2.0,0,10.3,510000.0
HSE-11602,2993,4,3.5,1,1967,57,Suburbs,Good,1.0,0,15.0,596800.0
HSE-11603,1680,2,1.5,2,1966,58,Downtown,Excellent,2.0,0,8.6,503300.0
HSE-11604,1580,1,1.0,2,1980,44,Downtown,Good,1.0,0,9.5,430300.0
HSE-11605,1786,4,2.5,1,1994,30,Waterfront,Good,2.0,0,3.5,647700.0
HSE-11606,1480,3,1.8,3,2002,22,Downtown,Excellent,1.0,0,26.6,449500.0
HSE-11607,2179,3,1.8,2,1970,54,Suburbs,Excellent,0.0,1,28.4,470800.0
HSE-11608,3156,1,1.0,1,2009,15,Suburbs,Good,3.0,0,13.5,636000.0
HSE-11609,2310,3,2.2,2,1971,53,Waterfront,Fair,2.0,0,2.2,578200.0
HSE-11610,1935,4,3.0,1,1969,55,Suburbs,Fair,2.0,0,9.7,444800.0
HSE-11611,1910,5,3.2,1,2020,4,Downtown,Good,3.0,0,11.9,683300.0
HSE-11612,1083,3,2.8,2,1971,53,Suburbs,Good,1.0,0,45.0,258700.0
HSE-11613,2674,3,1.8,3,1998,26,Uptown,,1.0,0,45.0,529100.0
HSE-11614,2049,2,1.5,1,1996,28,Downtown,Good,2.0,0,21.5,507600.0
HSE-11615,1982,3,2.2,1,2013,11,Suburbs,Fair,1.0,0,2.7,468200.0
HSE-11616,4175,3,2.2,2,1977,47,Suburbs,Good,2.0,0,32.6,810400.0
HSE-11617,2294,3,2.2,1,1994,30,Waterfront,Good,1.0,1,11.5,737900.0
HSE-11618,1611,3,2.2,1,1989,35,Downtown,Good,0.0,0,18.1,446700.0
HSE-11619,1822,2,1.5,1,1985,39,Uptown,Good,2.0,0,7.2,491100.0
HSE-11620,2846,2,2.0,2,2023,1,Rural,Good,1.0,0,5.9,609900.0
HSE-11621,2173,3,1.8,1,1985,39,Rural,Good,2.0,0,8.2,467900.0
HSE-11622,1165,2,1.0,1,1992,32,Suburbs,Good,2.0,0,3.6,339400.0
HSE-11623,2697,2,1.0,2,2012,12,Rural,Good,3.0,0,6.4,573300.0
HSE-11624,1665,5,3.8,2,2022,2,Suburbs,Fair,2.0,0,21.5,468100.0
HSE-11625,3317,3,1.8,2,1984,40,Suburbs,Good,1.0,1,2.4,683900.0
HSE-11626,2802,3,2.8,1,1998,26,Rural,Fair,2.0,0,3.6,572800.0
HSE-11627,1809,4,3.0,2,1969,55,Suburbs,Fair,2.0,0,3.3,422300.0
HSE-11628,2932,5,3.8,1,1982,42,Suburbs,Good,2.0,0,7.2,708200.0
HSE-11629,2144,3,2.2,1,2003,21,Suburbs,Good,2.0,0,45.0,422100.0
HSE-11630,2654,4,2.5,2,2007,17,Uptown,Good,2.0,0,3.9,659000.0
HSE-11631,2415,3,1.8,1,2021,3,Downtown,Good,2.0,0,3.6,624000.0
HSE-11632,1549,3,2.2,1,2021,3,Uptown,Good,2.0,1,26.7,494100.0
HSE-11633,1681,3,2.2,1,1975,49,Rural,Excellent,1.0,0,23.4,348800.0
HSE-11634,2769,3,2.2,1,2018,6,Uptown,Fair,1.0,0,2.3,662200.0
HSE-11635,1882,3,1.8,1,1981,43,Suburbs,Good,2.0,0,15.9,472700.0
HSE-11636,1837,3,2.8,3,2012,12,Rural,Excellent,1.0,0,12.7,474900.0
HSE-11637,1479,2,1.0,1,2009,15,Suburbs,Excellent,0.0,0,16.6,365700.0
HSE-11638,2375,3,2.8,1,1986,38,Suburbs,Fair,0.0,0,8.8,475200.0
HSE-11639,3440,2,1.5,1,2001,23,Suburbs,Good,2.0,1,45.0,668300.0
HSE-11640,1406,3,2.2,3,1984,40,Downtown,Fair,1.0,0,2.4,425000.0
HSE-11641,2115,3,1.8,2,2012,12,Suburbs,Good,2.0,0,4.7,545400.0
HSE-11642,3017,4,2.5,1,2018,6,Suburbs,Good,1.0,0,7.1,639600.0
HSE-11643,2048,4,3.0,2,2018,6,Suburbs,Good,2.0,0,8.0,578000.0
HSE-11644,2394,4,3.0,1,2012,12,Suburbs,Good,1.0,0,27.4,506200.0
HSE-11645,1409,3,2.2,1,2012,12,Uptown,Good,2.0,0,10.2,449600.0
HSE-11646,2378,4,3.5,1,2010,14,Waterfront,Good,1.0,0,2.5,773600.0
HSE-11647,1978,3,2.2,1,1970,54,Uptown,Excellent,3.0,0,7.2,521300.0
HSE-11648,2740,2,1.0,1,1998,26,Suburbs,Good,3.0,0,7.4,601700.0
HSE-11649,2871,1,1.0,2,1978,46,Suburbs,Fair,2.0,0,35.7,476300.0
HSE-11650,3783,3,2.8,1,2012,12,Rural,Good,,0,11.1,783900.0
HSE-11651,2476,3,2.2,2,1987,37,Suburbs,,1.0,0,12.1,551800.0
HSE-11652,2311,3,1.8,1,1984,40,Waterfront,Good,2.0,0,14.5,650200.0
HSE-11653,2226,4,3.0,1,1977,47,Suburbs,Excellent,2.0,0,16.7,528100.0
HSE-11654,1870,2,1.5,1,2011,13,Rural,Excellent,2.0,0,12.1,453300.0
HSE-11655,2320,2,2.0,3,2008,16,Suburbs,Good,2.0,0,4.7,553900.0
HSE-11656,1907,5,3.8,1,2005,19,Downtown,Good,2.0,0,22.7,577200.0
HSE-11657,2209,2,1.0,2,1996,28,Uptown,Good,3.0,0,15.2,591300.0
HSE-11658,2956,3,2.8,1,1990,34,Downtown,Good,1.0,0,15.5,728100.0
HSE-11659,1445,3,2.2,1,2014,10,Suburbs,Fair,2.0,0,45.0,344700.0
HSE-11660,2840,3,2.2,1,2017,7,Downtown,Good,2.0,0,18.2,709400.0
HSE-11661,2956,2,1.5,1,1978,46,Uptown,Fair,2.0,1,19.7,677000.0
HSE-11662,2023,2,1.0,1,2016,8,Suburbs,Good,1.0,0,32.2,396100.0
HSE-11663,720,2,1.5,1,2021,3,Suburbs,Good,2.0,0,3.6,288400.0
HSE-11664,1704,3,1.8,2,2000,24,Downtown,Excellent,3.0,1,8.9,581600.0
HSE-11665,2943,3,2.2,1,1972,52,Suburbs,Good,1.0,0,10.7,599200.0
HSE-11666,2085,2,1.5,2,2004,20,Uptown,Good,2.0,0,6.0,550500.0
HSE-11667,1450,3,2.2,1,1986,38,Suburbs,Fair,1.0,0,20.3,328500.0
HSE-11668,1771,4,3.5,2,1986,38,Downtown,Good,3.0,0,16.4,559200.0
HSE-11669,2646,1,1.0,2,1980,44,Suburbs,Good,2.0,0,14.8,565700.0
HSE-11670,2455,3,2.2,1,1991,33,Downtown,Good,1.0,0,45.0,501800.0
HSE-11671,1944,3,2.2,1,2020,4,Suburbs,Excellent,1.0,0,5.0,513000.0
HSE-11672,1861,3,1.8,2,1974,50,Suburbs,Good,2.0,1,15.3,407500.0
HSE-11673,1845,3,2.2,2,1989,35,Suburbs,Good,0.0,0,10.0,414300.0
HSE-11674,1500,3,2.2,1,1995,29,Rural,Good,2.0,0,5.8,369900.0
HSE-11675,3149,4,2.5,1,1985,39,Suburbs,Excellent,3.0,0,3.8,738000.0
HSE-11676,1890,4,3.0,2,1991,33,Uptown,Excellent,2.0,0,24.6,521400.0
HSE-11677,2891,3,1.8,1,1981,43,Suburbs,Good,0.0,0,11.0,590100.0
HSE-11678,3088,4,3.0,2,1997,27,Suburbs,Good,3.0,0,19.4,682800.0
HSE-11679,2748,3,1.8,1,1995,29,Downtown,Good,2.0,0,9.9,659000.0
HSE-11680,1819,3,2.8,1,2014,10,Downtown,Fair,1.0,0,4.5,533600.0
HSE-11681,2362,3,2.2,2,2006,18,Rural,Good,0.0,0,6.1,491000.0
HSE-11682,2084,2,1.5,2,1990,34,Rural,Good,1.0,0,6.8,455700.0
HSE-11683,1512,4,3.0,1,1985,39,Uptown,Fair,2.0,0,38.1,377400.0
HSE-11684,2310,3,2.8,2,2000,24,Uptown,,0.0,0,2.1,562000.0
HSE-11685,1333,3,2.2,2,1965,59,Downtown,Good,1.0,0,44.5,332400.0
HSE-11686,2871,4,2.5,2,1968,56,Suburbs,Excellent,2.0,1,41.4,575000.0
HSE-11687,1797,1,1.0,1,1968,56,Rural,Good,2.0,0,45.0,290000.0
HSE-11688,2230,3,2.8,2,1990,34,Uptown,Good,2.0,0,8.5,606900.0
HSE-11689,2284,2,1.5,2,1968,56,Downtown,Good,2.0,0,35.2,480700.0
HSE-11690,1931,4,3.0,2,2013,11,Suburbs,Good,0.0,0,7.0,478500.0
HSE-11691,2481,4,3.5,2,1973,51,Suburbs,Good,2.0,0,2.3,582200.0
HSE-11692,1791,3,2.8,1,1994,30,Rural,Good,1.0,0,4.5,395600.0
HSE-11693,2666,3,2.8,2,2015,9,Suburbs,,2.0,0,31.1,513800.0
HSE-11694,1225,3,1.8,2,2009,15,Downtown,Good,2.0,0,2.1,427500.0
HSE-11695,2182,4,3.0,1,1968,56,Suburbs,Good,1.0,0,9.9,450800.0
HSE-11696,3360,3,2.2,1,1969,55,Waterfront,Good,3.0,0,2.8,850000.0
HSE-11697,1449,3,2.2,1,2009,15,Suburbs,Excellent,2.0,0,5.4,457500.0
HSE-11698,1659,5,3.8,2,1987,37,Waterfront,Fair,0.0,0,2.9,603200.0
HSE-11699,2434,3,1.8,1,1980,44,Suburbs,Good,3.0,0,21.6,550100.0
HSE-11700,2216,2,1.5,2,1986,38,Rural,Good,2.0,0,10.9,436200.0
HSE-11701,2327,3,2.2,2,2001,23,Uptown,Excellent,2.0,1,25.2,626800.0
HSE-11702,2417,5,3.2,2,1972,52,Suburbs,Good,2.0,0,13.7,596400.0
HSE-11703,2512,3,2.2,2,2012,12,Downtown,Good,2.0,1,37.4,619100.0
HSE-11704,2821,2,1.0,3,1997,27,Suburbs,Excellent,0.0,0,9.1,608700.0
HSE-11705,2366,3,2.2,1,2019,5,Suburbs,Good,1.0,0,12.2,542600.0
HSE-11706,1943,3,1.8,2,2002,22,Waterfront,Good,2.0,0,10.6,616500.0
HSE-11707,2537,2,1.5,1,2007,17,Downtown,Good,0.0,0,8.6,614700.0
HSE-11708,3334,3,2.2,2,1980,44,Downtown,Excellent,2.0,0,20.7,769600.0
HSE-11709,2013,5,3.8,1,1969,55,Suburbs,Fair,1.0,0,12.3,496200.0
HSE-11710,1466,3,2.2,3,1980,44,Downtown,Good,1.0,0,18.2,407000.0
HSE-11711,2819,3,2.8,2,1971,53,Waterfront,Good,0.0,0,17.4,707000.0
HSE-11712,2021,3,2.2,2,2015,9,Suburbs,Good,2.0,0,4.1,567900.0
HSE-11713,687,2,1.0,1,1965,59,Rural,Good,2.0,0,12.5,174200.0
HSE-11714,2650,4,3.5,1,1973,51,Rural,Good,1.0,0,4.2,556200.0
HSE-11715,1752,3,1.8,2,1982,42,Suburbs,Fair,2.0,0,10.8,407300.0
HSE-11716,2041,3,2.8,1,2009,15,Suburbs,Good,1.0,0,13.3,554500.0
HSE-11717,2315,3,2.8,2,2022,2,Waterfront,Good,2.0,0,45.0,632300.0
HSE-11718,2223,3,2.2,1,2011,13,Downtown,Excellent,0.0,0,2.3,657000.0
HSE-11719,2561,3,2.8,2,1967,57,Suburbs,Good,2.0,0,3.0,585700.0
HSE-11720,1816,2,1.0,1,1988,36,Suburbs,Excellent,2.0,0,2.8,479800.0
HSE-11721,2433,4,3.0,2,1992,32,Downtown,Good,3.0,0,7.1,676300.0
HSE-11722,1931,5,3.8,2,1974,50,Uptown,Fair,1.0,0,19.2,475000.0
HSE-11723,2580,3,2.2,1,1973,51,Suburbs,Good,2.0,0,20.6,549600.0
HSE-11724,2499,5,4.2,1,1977,47,Suburbs,Fair,2.0,0,15.4,547400.0
HSE-11725,1491,2,1.0,1,2012,12,Rural,Excellent,3.0,0,24.7,357500.0
HSE-11726,2805,3,2.2,2,1999,25,Uptown,Excellent,1.0,0,5.9,751600.0
HSE-11727,1751,3,2.2,2,2018,6,Downtown,Good,1.0,0,2.9,544300.0
HSE-11728,2625,3,2.2,2,1987,37,Uptown,Good,2.0,0,2.6,635000.0
HSE-11729,2338,3,2.2,2,2011,13,Downtown,Good,0.0,0,21.1,583700.0
HSE-11730,3294,3,2.2,1,1981,43,Uptown,Good,1.0,1,15.1,735800.0
HSE-11731,1954,2,2.0,1,2010,14,Suburbs,Good,0.0,0,14.0,447900.0
HSE-11732,1872,3,1.8,1,1971,53,Suburbs,Good,2.0,0,6.2,424200.0
HSE-11733,2087,2,2.0,1,2016,8,Uptown,Good,0.0,1,6.8,589600.0
HSE-11734,1902,4,3.0,3,1980,44,Downtown,Fair,2.0,0,33.7,473900.0
HSE-11735,2619,2,1.5,2,2017,7,Rural,Excellent,2.0,1,2.7,613000.0
HSE-11736,1049,2,1.5,1,2004,20,Suburbs,Excellent,0.0,0,16.9,317400.0
HSE-11737,1415,3,2.2,2,2000,24,Rural,Good,1.0,0,5.7,399200.0
HSE-11738,1405,3,2.2,2,1984,40,Rural,Excellent,1.0,0,2.4,365200.0
HSE-11739,2717,4,3.5,1,1988,36,Suburbs,Good,2.0,0,15.6,642300.0
HSE-11740,3211,3,2.2,1,2011,13,Uptown,Fair,2.0,0,6.0,745900.0
HSE-11741,2032,3,2.8,1,1969,55,Downtown,Good,2.0,0,14.8,550800.0
HSE-11742,1990,4,3.0,2,2009,15,Rural,Good,0.0,0,14.3,471600.0
HSE-11743,2145,3,1.8,3,1970,54,Downtown,Good,2.0,0,9.7,549700.0
HSE-11744,2855,2,1.5,2,1992,32,Uptown,Excellent,2.0,0,17.0,677200.0
HSE-11745,1497,3,2.8,1,2023,1,Downtown,Excellent,2.0,0,10.7,551900.0
HSE-11746,2254,4,3.0,1,1969,55,Suburbs,Good,2.0,1,5.4,559900.0
HSE-11747,2733,3,2.8,2,2013,11,Suburbs,Good,1.0,0,15.2,624500.0
HSE-11748,2425,3,2.8,2,2003,21,Downtown,Fair,2.0,0,10.9,610400.0
HSE-11749,2223,2,1.5,2,2002,22,Uptown,Fair,1.0,0,2.1,576100.0
HSE-11750,2750,2,1.0,2,1966,58,Uptown,Good,0.0,0,25.2,529000.0
HSE-11751,650,3,2.2,1,2007,17,Uptown,Good,2.0,0,9.9,301900.0
HSE-11752,2540,3,2.2,2,2003,21,Suburbs,Good,3.0,0,22.3,597900.0
HSE-11753,1674,2,1.5,2,2018,6,Downtown,Good,2.0,0,23.4,457000.0
HSE-11754,910,5,3.8,1,1985,39,Suburbs,Good,1.0,0,7.9,319800.0
HSE-11755,2432,4,3.0,2,2004,20,Waterfront,Fair,1.0,0,9.1,700000.0
HSE-11756,2992,3,2.2,1,2001,23,Rural,Good,2.0,0,7.4,657000.0
HSE-11757,2010,4,3.0,1,2023,1,Downtown,Fair,2.0,0,8.0,607700.0
HSE-11758,2719,2,1.5,1,1982,42,Suburbs,Fair,1.0,0,24.6,482100.0
HSE-11759,3147,3,2.2,1,2018,6,Suburbs,Good,2.0,1,17.5,720000.0
HSE-11760,2954,3,2.2,1,2012,12,Uptown,Good,1.0,1,3.4,743100.0
HSE-11761,3165,4,3.0,1,2010,14,Uptown,Excellent,2.0,0,11.4,843100.0
HSE-11762,2582,4,3.5,2,1976,48,Uptown,Fair,3.0,0,45.0,545800.0
HSE-11763,2149,3,2.2,2,1981,43,Suburbs,Fair,1.0,1,11.1,490900.0
HSE-11764,1058,5,3.8,1,2001,23,Uptown,Good,1.0,0,17.4,417100.0
HSE-11765,1940,2,1.5,1,2010,14,Uptown,Good,2.0,0,16.7,480200.0
HSE-11766,1551,4,3.0,2,2002,22,Suburbs,Fair,2.0,0,6.3,425700.0
HSE-11767,3511,5,3.8,1,1979,45,Downtown,Fair,2.0,1,6.6,855200.0
HSE-11768,1985,2,2.0,1,1971,53,Suburbs,Excellent,2.0,0,14.9,504700.0
HSE-11769,2180,4,3.0,2,1978,46,Downtown,Good,1.0,0,8.9,594900.0
HSE-11770,2458,1,1.0,2,2014,10,Rural,Good,2.0,0,10.5,490500.0
HSE-11771,2128,3,2.2,2,1965,59,Downtown,Good,1.0,0,14.5,526700.0
HSE-11772,3201,3,1.8,2,2002,22,Waterfront,Good,3.0,0,17.0,820400.0
HSE-11773,1695,3,2.2,1,1967,57,Downtown,Good,1.0,0,5.2,481800.0
HSE-11774,2226,5,3.8,2,2001,23,Suburbs,Good,2.0,0,3.6,623600.0
HSE-11775,1617,3,2.2,1,2008,16,Downtown,Excellent,1.0,0,5.5,564500.0
HSE-11776,1241,3,2.2,1,1995,29,Downtown,Fair,1.0,0,9.1,373200.0
HSE-11777,1702,4,2.5,1,2007,17,Downtown,Excellent,1.0,0,6.2,595300.0
HSE-11778,2075,5,3.2,2,1977,47,Suburbs,Fair,2.0,0,10.4,514900.0
HSE-11779,1820,1,1.2,1,2012,12,Downtown,Good,2.0,0,2.5,523300.0
